# fitted for a_NLH (0.5 0.5)
# Z1 Z2 a b c d relerr(%)
50 68  0.37996 -1.65518  6.47348 -0.97427  1.81605
50 69  0.37685 -1.65604  6.47100 -0.97501  1.79424
50 70  0.35163 -1.66156  6.25740 -0.99649  1.11254
50 71  0.36206 -1.66814  6.48129 -0.97670  2.32314
50 72  0.36320 -1.67057  6.63578 -0.97335  2.25513
50 73  0.37139 -1.66887  6.64159 -0.97200  2.21013
50 74  0.37435 -1.66839  6.65463 -0.97115  2.21190
50 75  0.36858 -1.66989  6.66484 -0.97334  2.32390
50 76  0.36100 -1.67119  6.66996 -0.97677  2.52976
50 77  0.34315 -1.67488  6.67338 -0.98264  2.78204
50 78  0.32680 -1.67667  6.67527 -0.98558  2.85801
50 79  0.30492 -1.68025  6.65809 -0.99092  2.85312
50 80  0.28646 -1.68231  6.56037 -0.99958  2.74540
50 81  0.27309 -1.68963  6.58782 -1.00352  2.59892
50 82  0.26104 -1.69512  6.60301 -1.00647  2.46455
50 83  0.26741 -1.69192  6.62540 -1.00542  2.54791
50 84  0.27672 -1.68679  6.62769 -1.00245  2.41795
50 85  0.27508 -1.68307  6.61595 -1.00043  2.44488
50 86  0.21768 -1.69150  6.05397 -1.04333  0.49793
50 87  0.21482 -1.69358  6.09373 -1.04033  0.43466
50 88  0.27721 -1.67565  6.61582 -0.99635  2.42305
50 89  0.27164 -1.67901  6.50539 -1.00389  2.35463
50 90  0.27652 -1.67782  6.51579 -1.00301  2.21484
50 91  0.25263 -1.69405  6.13937 -1.03627  0.48953
50 92  0.26318 -1.69100  6.28788 -1.02592  0.64033
51 51  0.20446 -1.72495  6.81349 -1.00370  0.70209
51 52  0.21182 -1.71835  6.82518 -0.99985  0.68354
51 53  0.21373 -1.71304  6.82151 -0.99884  0.84223
51 54  0.18758 -1.70977  6.64576 -1.00765  1.10139
51 55  0.22883 -1.69980  6.54722 -1.00766  1.22052
51 56  0.25963 -1.68934  6.39725 -1.01531  0.69728
51 57  0.23686 -1.69694  6.55165 -1.00083  0.85270
51 58  0.28839 -1.67304  6.40039 -1.00754  1.17420
51 59  0.29891 -1.67083  6.42818 -1.00334  1.35712
51 60  0.31202 -1.66778  6.45928 -0.99792  1.55379
51 61  0.32505 -1.66480  6.48445 -0.99277  1.72785
51 62  0.33542 -1.66273  6.50033 -0.98889  1.85358
51 63  0.34584 -1.66067  6.51209 -0.98500  1.95698
51 64  0.33751 -1.67243  6.47662 -0.99158  2.26610
51 65  0.36219 -1.65787  6.51571 -0.97931  2.03247
51 66  0.36859 -1.65691  6.51524 -0.97687  2.03462
51 67  0.37151 -1.65701  6.51784 -0.97515  2.03677
51 68  0.37266 -1.65737  6.52153 -0.97371  2.02109
51 69  0.37289 -1.65767  6.53637 -0.97194  2.07623
51 70  0.35522 -1.66177  6.40939 -0.98613  1.68915
51 71  0.37124 -1.66538  6.50081 -0.97378  2.12975
51 72  0.37490 -1.66664  6.64786 -0.96941  2.05098
51 73  0.37801 -1.66609  6.65294 -0.96929  2.11998
51 74  0.37340 -1.66754  6.66158 -0.97126  2.19630
51 75  0.35633 -1.67193  6.67076 -0.97704  2.47309
51 76  0.33636 -1.67708  6.68072 -0.98298  2.63961
51 77  0.31946 -1.68100  6.68469 -0.98798  2.76130
51 78  0.30587 -1.68263  6.68531 -0.98960  2.81304
51 79  0.28997 -1.68528  6.67354 -0.99291  2.76197
51 80  0.26005 -1.69300  6.58524 -1.00469  2.60482
51 81  0.25587 -1.69671  6.60843 -1.00635  2.39022
51 82  0.25481 -1.69672  6.62824 -1.00574  2.40146
51 83  0.26249 -1.69303  6.64557 -1.00341  2.28296
51 84  0.26291 -1.69017  6.63906 -1.00192  2.20925
51 85  0.26455 -1.68553  6.63304 -0.99980  2.25814
51 86  0.26357 -1.67079  6.50852 -0.99936  2.17010
51 87  0.26060 -1.67558  6.57959 -0.99508  2.10493
51 88  0.27856 -1.67518  6.63985 -0.99312  2.11413
51 89  0.28072 -1.67486  6.50503 -0.99916  1.98895
51 90  0.28679 -1.67312  6.53675 -0.99627  1.98643
51 91  0.29324 -1.67952  6.56842 -0.99497  1.96208
51 92  0.29931 -1.67865  6.70966 -0.98704  2.03793
52 52  0.21209 -1.71557  6.80487 -1.00015  0.71411
52 53  0.17087 -1.73360  6.45218 -1.03555  0.47826
52 54  0.18079 -1.71411  6.76903 -1.00174  1.42867
52 55  0.25842 -1.68388  6.40286 -1.00806  0.69197
52 56  0.28406 -1.67686  6.37237 -1.00931  0.71850
52 57  0.21281 -1.70565  6.35157 -1.02214  0.75823
52 58  0.31070 -1.66322  6.23707 -1.01331  0.62157
52 59  0.31391 -1.66372  6.23855 -1.01287  0.61735
52 60  0.31856 -1.66369  6.24549 -1.01161  0.65993
52 61  0.32399 -1.66324  6.25427 -1.00990  0.72986
52 62  0.32974 -1.66273  6.26776 -1.00770  0.81728
52 63  0.33827 -1.66138  6.29655 -1.00342  0.95880
52 64  0.35550 -1.66643  6.49516 -0.98511  2.03979
52 65  0.36188 -1.65709  6.40125 -0.98901  1.37614
52 66  0.37286 -1.65517  6.45197 -0.98180  1.56433
52 67  0.37969 -1.65469  6.50543 -0.97524  1.77722
52 68  0.38160 -1.65517  6.53880 -0.97150  1.91073
52 69  0.37610 -1.65685  6.55685 -0.97129  2.07998
52 70  0.35989 -1.65987  6.39455 -0.98875  1.52988
52 71  0.39459 -1.65722  6.48301 -0.96838  1.86012
52 72  0.39243 -1.66021  6.62732 -0.96635  1.89113
52 73  0.38093 -1.66358  6.62843 -0.97097  2.10056
52 74  0.36957 -1.66672  6.65225 -0.97354  2.33456
52 75  0.35339 -1.67103  6.66672 -0.97804  2.43313
52 76  0.33411 -1.67629  6.67690 -0.98352  2.63670
52 77  0.31719 -1.68050  6.68233 -0.98831  2.73770
52 78  0.30391 -1.68234  6.68770 -0.98986  2.79214
52 79  0.28505 -1.68667  6.68009 -0.99458  2.73526
52 80  0.25872 -1.69395  6.59757 -1.00513  2.56656
52 81  0.27155 -1.68933  6.62396 -1.00233  2.47758
52 82  0.27343 -1.68807  6.63420 -1.00078  2.32345
52 83  0.26935 -1.68787  6.63960 -1.00107  2.24775
52 84  0.27093 -1.68466  6.64501 -0.99922  2.28125
52 85  0.27400 -1.67993  6.64187 -0.99728  2.34158
52 86  0.24284 -1.67917  6.56056 -1.00344  2.60584
52 87  0.23172 -1.68523  6.15343 -1.03184  0.37569
52 88  0.30406 -1.66357  6.64148 -0.98518  1.85869
52 89  0.19070 -1.71019  5.81143 -1.07157  0.71088
52 90  0.18525 -1.71359  5.80392 -1.07465  0.72254
52 91  0.30324 -1.67437  6.54607 -0.99243  1.78856
52 92  0.30896 -1.67380  6.70277 -0.98362  1.88736
53 53  0.16453 -1.73475  6.39324 -1.04046  0.45534
53 54  0.23637 -1.67915  6.62370 -0.99114  1.14005
53 55  0.20939 -1.70093  6.01250 -1.05097  0.72835
53 56  0.19980 -1.70823  5.91667 -1.06543  0.66184
53 57  0.27742 -1.67284  6.59068 -0.98270  1.17856
53 58  0.34689 -1.64823  6.26611 -1.00146  0.79119
53 59  0.34909 -1.64930  6.25494 -1.00210  0.74931
53 60  0.35109 -1.65030  6.25127 -1.00231  0.72470
53 61  0.35358 -1.65105  6.25008 -1.00208  0.71787
53 62  0.35829 -1.65128  6.27839 -0.99912  0.78796
53 63  0.36529 -1.65076  6.31002 -0.99503  0.89786
53 64  0.36188 -1.66045  6.41545 -0.98782  1.66641
53 65  0.38343 -1.64854  6.39329 -0.98354  1.20468
53 66  0.39083 -1.64785  6.42882 -0.97832  1.34097
53 67  0.39481 -1.64788  6.44963 -0.97492  1.41634
53 68  0.39549 -1.64863  6.48914 -0.97134  1.58431
53 69  0.39405 -1.64923  6.52118 -0.96931  1.81524
53 70  0.37244 -1.65127  6.15001 -1.00422  0.72296
53 71  0.37991 -1.65686  6.35582 -0.98051  1.60878
53 72  0.38166 -1.65953  6.58705 -0.97101  1.93422
53 73  0.37538 -1.66172  6.61317 -0.97230  2.13913
53 74  0.36341 -1.66538  6.64123 -0.97493  2.34865
53 75  0.34803 -1.66983  6.65884 -0.97904  2.49780
53 76  0.33008 -1.67500  6.66927 -0.98407  2.60824
53 77  0.31423 -1.67921  6.67454 -0.98843  2.70052
53 78  0.29753 -1.68258  6.68583 -0.99146  2.78495
53 79  0.28187 -1.68652  6.68625 -0.99543  2.75957
53 80  0.27872 -1.68342  6.60143 -0.99896  2.60558
53 81  0.28930 -1.67960  6.61838 -0.99663  2.36493
53 82  0.27933 -1.68151  6.62343 -0.99795  2.40913
53 83  0.27832 -1.68055  6.63254 -0.99776  2.34881
53 84  0.28131 -1.67725  6.63900 -0.99598  2.33977
53 85  0.28086 -1.67480  6.63041 -0.99571  2.25975
53 86  0.26342 -1.66507  6.19943 -1.01906  0.78037
53 87  0.27473 -1.66430  6.11849 -1.02317  0.71782
53 88  0.17205 -1.71473  5.72275 -1.08464  0.92592
53 89  0.27583 -1.66769  6.11483 -1.02409  0.55243
53 90  0.26501 -1.67259  6.14606 -1.02537  0.59653
53 91  0.26055 -1.68458  6.12632 -1.02959  0.34724
53 92  0.26422 -1.68471  6.27032 -1.02194  0.41805
54 54  0.29711 -1.64567  6.56509 -0.97358  1.23083
54 55  0.32406 -1.63890  6.43763 -0.97826  1.33628
54 56  0.30635 -1.64920  6.49796 -0.98481  1.90594
54 57  0.27474 -1.66277  6.60172 -0.97406  1.43762
54 58  0.37225 -1.62200  6.32087 -0.98012  1.67931
54 59  0.37737 -1.62236  6.31127 -0.97993  1.66115
54 60  0.38399 -1.62239  6.31297 -0.97863  1.65516
54 61  0.38928 -1.62262  6.30515 -0.97804  1.64407
54 62  0.39365 -1.62295  6.28765 -0.97818  1.57749
54 63  0.39883 -1.62306  6.27944 -0.97724  1.55838
54 64  0.34422 -1.64388  6.21451 -0.99139  1.81539
54 65  0.40808 -1.62340  6.26677 -0.97480  1.51904
54 66  0.41140 -1.62375  6.26396 -0.97350  1.49591
54 67  0.41089 -1.62495  6.26013 -0.97321  1.41817
54 68  0.40555 -1.62704  6.25853 -0.97430  1.40719
54 69  0.41303 -1.62466  6.30290 -0.96936  1.69403
54 70  0.41654 -1.62067  6.17610 -0.98035  1.62291
54 71  0.36813 -1.63985  6.32293 -0.97159  2.58845
54 72  0.37142 -1.64883  6.50010 -0.97095  2.19542
54 73  0.35991 -1.65625  6.54308 -0.97533  2.20731
54 74  0.34974 -1.66134  6.57586 -0.97841  2.30871
54 75  0.33853 -1.66625  6.61660 -0.98070  2.47075
54 76  0.32312 -1.67239  6.65480 -0.98394  2.63398
54 77  0.30529 -1.67831  6.66892 -0.98902  2.71829
54 78  0.29006 -1.68189  6.68280 -0.99217  2.81293
54 79  0.28107 -1.67357  6.61161 -0.99098  2.76315
54 80  0.24408 -1.68026  6.14954 -1.02760  0.87226
54 81  0.23689 -1.68395  6.11479 -1.03432  0.65740
54 82  0.28901 -1.66211  6.48680 -0.99462  2.09278
54 83  0.27638 -1.66523  6.56037 -0.99388  2.64841
54 84  0.25657 -1.67217  6.57409 -0.99845  2.70607
54 85  0.27918 -1.65738  6.27545 -1.00887  1.16212
54 86  0.32052 -1.63595  6.16262 -1.00239  0.79153
54 87  0.32865 -1.62918  6.19837 -0.99656  1.05523
54 88  0.31095 -1.64058  6.27349 -0.99905  1.09452
54 89  0.28711 -1.65297  6.17195 -1.01174  0.88953
54 90  0.27781 -1.65802  6.19738 -1.01381  0.94043
54 91  0.26513 -1.67068  6.14388 -1.01889  0.59394
54 92  0.29550 -1.65917  6.41943 -0.99390  1.44160
55 55  0.36449 -1.62881  6.25063 -0.96116  2.65277
55 56  0.39275 -1.62546  6.27125 -0.95617  2.78175
55 57  0.32454 -1.65100  6.35340 -0.97009  1.71436
55 58  0.44676 -1.61592  6.26299 -0.94260  2.12659
55 59  0.44752 -1.61838  6.27616 -0.94145  2.02145
55 60  0.45077 -1.61978  6.28500 -0.93980  1.91417
55 61  0.45220 -1.62145  6.29564 -0.93860  1.80538
55 62  0.45260 -1.62316  6.30438 -0.93785  1.72567
55 63  0.45057 -1.62535  6.31254 -0.93773  1.66771
55 64  0.37784 -1.64650  6.19547 -0.96410  2.68339
55 65  0.44473 -1.62950  6.32414 -0.93824  1.54345
55 66  0.43672 -1.63237  6.33000 -0.94046  1.51956
55 67  0.42907 -1.63464  6.33668 -0.94286  1.54648
55 68  0.42955 -1.63409  6.35284 -0.94270  1.75476
55 69  0.45348 -1.62607  6.34932 -0.93753  2.05510
55 70  0.47353 -1.61337  5.98926 -0.95884  1.08869
55 71  0.40362 -1.64085  6.23674 -0.95257  2.41847
55 72  0.40272 -1.65107  6.45979 -0.95164  1.89590
55 73  0.39191 -1.65735  6.50726 -0.95548  2.04248
55 74  0.38049 -1.66285  6.53842 -0.95963  2.12687
55 75  0.36858 -1.66818  6.57972 -0.96271  2.22675
55 76  0.35300 -1.67425  6.61932 -0.96681  2.34147
55 77  0.33325 -1.68050  6.63062 -0.97348  2.53480
55 78  0.34054 -1.67262  6.61632 -0.96939  2.58513
55 79  0.33801 -1.66565  6.56591 -0.96845  2.54821
55 80  0.28836 -1.66768  6.04873 -1.00828  0.86099
55 81  0.34502 -1.65379  6.28373 -0.98163  1.57312
55 82  0.35645 -1.64953  6.41051 -0.97129  2.36247
55 83  0.34855 -1.65265  6.44709 -0.97431  2.49469
55 84  0.33809 -1.65259  6.13875 -0.99941  0.99533
55 85  0.37030 -1.63997  6.10307 -0.99268  0.77857
55 86  0.42258 -1.61027  6.11084 -0.97038  1.44256
55 87  0.42910 -1.60558  6.20635 -0.95804  2.09129
55 88  0.41383 -1.61339  6.31478 -0.95967  2.59720
55 89  0.37724 -1.63053  6.03446 -0.99109  1.47385
55 90  0.37182 -1.63459  6.04585 -0.99326  1.46375
55 91  0.32299 -1.66308  6.12139 -0.99338  0.87522
55 92  0.31849 -1.66683  6.28727 -0.98548  0.91698
56 56  0.43483 -1.62894  6.27608 -0.94965  1.85779
56 57  0.33373 -1.65416  6.34150 -0.97508  1.67091
56 58  0.43978 -1.62485  6.30009 -0.94317  2.19448
56 59  0.44764 -1.62474  6.30712 -0.93967  2.00860
56 60  0.44399 -1.62754  6.32912 -0.93917  2.11051
56 61  0.42732 -1.63368  6.35054 -0.94340  2.32155
56 62  0.41320 -1.63927  6.36913 -0.94671  2.38438
56 63  0.40213 -1.64399  6.38604 -0.94904  2.39549
56 64  0.39512 -1.65592  6.30527 -0.95886  1.97130
56 65  0.38184 -1.65234  6.41785 -0.95344  2.39303
56 66  0.37501 -1.65493  6.42986 -0.95522  2.39531
56 67  0.37264 -1.65546  6.43374 -0.95656  2.43204
56 68  0.38839 -1.64964  6.42673 -0.95315  2.44122
56 69  0.44665 -1.63120  6.39089 -0.93860  2.25056
56 70  0.50443 -1.60962  6.12453 -0.94046  1.49781
56 71  0.41587 -1.64887  6.27229 -0.95536  1.67251
56 72  0.40310 -1.65866  6.52532 -0.95244  1.87055
56 73  0.39548 -1.66308  6.55097 -0.95614  1.99342
56 74  0.38630 -1.66775  6.59593 -0.95836  2.12105
56 75  0.37074 -1.67365  6.63224 -0.96282  2.30111
56 76  0.34837 -1.68109  6.65533 -0.97007  2.55334
56 77  0.34453 -1.68059  6.65035 -0.97124  2.50753
56 78  0.35944 -1.67001  6.62401 -0.96497  2.49787
56 79  0.36586 -1.66034  6.56870 -0.96194  2.43462
56 80  0.33438 -1.65842  6.21494 -0.98847  1.28987
56 81  0.37946 -1.64861  6.37494 -0.96941  1.87542
56 82  0.38551 -1.64552  6.41910 -0.96708  2.33509
56 83  0.39342 -1.64333  6.38575 -0.96950  1.95553
56 84  0.42006 -1.63470  6.41396 -0.95974  1.88629
56 85  0.40234 -1.63349  6.09666 -0.98759  1.02976
56 86  0.45495 -1.60663  6.26835 -0.95319  2.39817
56 87  0.44030 -1.60551  6.26820 -0.95359  2.70925
56 88  0.41659 -1.62290  6.20971 -0.97368  1.69705
56 89  0.39632 -1.63090  6.03217 -0.99128  1.47904
56 90  0.39455 -1.63367  6.08635 -0.98959  1.67114
56 91  0.32216 -1.67220  6.21190 -0.99461  0.88789
56 92  0.31879 -1.67624  6.43220 -0.98310  1.08746
57 57  0.28346 -1.66898  6.41403 -0.97045  1.70336
57 58  0.32572 -1.65144  6.38353 -0.97460  2.25296
57 59  0.30662 -1.66016  6.42299 -0.97915  2.47618
57 60  0.29855 -1.66444  6.43356 -0.98149  2.51482
57 61  0.29814 -1.66597  6.43776 -0.98155  2.52111
57 62  0.30077 -1.66640  6.43980 -0.98075  2.52436
57 63  0.30688 -1.66545  6.43905 -0.97878  2.52384
57 64  0.31773 -1.67619  6.39853 -0.98377  2.35274
57 65  0.32209 -1.66224  6.43400 -0.97407  2.55211
57 66  0.33282 -1.65927  6.42869 -0.97082  2.57668
57 67  0.34404 -1.65590  6.42286 -0.96749  2.60052
57 68  0.36240 -1.64981  6.41546 -0.96197  2.56625
57 69  0.39768 -1.63802  6.39152 -0.95253  2.39946
57 70  0.40194 -1.63303  6.20885 -0.96788  1.56831
57 71  0.36981 -1.65735  6.25931 -0.96943  1.86406
57 72  0.35997 -1.66660  6.54702 -0.96310  2.17506
57 73  0.35485 -1.67007  6.58223 -0.96517  2.30067
57 74  0.34083 -1.67561  6.60744 -0.97003  2.50699
57 75  0.32228 -1.68255  6.63467 -0.97562  2.64610
57 76  0.32062 -1.68199  6.63668 -0.97656  2.64078
57 77  0.31645 -1.68052  6.62422 -0.97739  2.63054
57 78  0.32086 -1.67279  6.60340 -0.97365  2.72561
57 79  0.32199 -1.66625  6.56878 -0.97142  2.64805
57 80  0.31313 -1.66265  6.43254 -0.97851  2.38587
57 81  0.32074 -1.66197  6.44755 -0.97835  2.23931
57 82  0.31646 -1.66297  6.46982 -0.97965  2.44715
57 83  0.33231 -1.65840  6.49360 -0.97438  2.12537
57 84  0.35078 -1.65022  6.46840 -0.97021  1.84124
57 85  0.32082 -1.65380  6.15408 -0.99917  1.00744
57 86  0.33030 -1.64043  6.17628 -0.98899  1.34876
57 87  0.34760 -1.62849  6.30204 -0.97181  2.27289
57 88  0.32448 -1.64711  6.21752 -0.99251  1.34500
57 89  0.30424 -1.65530  6.07083 -1.00631  1.27498
57 90  0.29831 -1.65875  6.13101 -1.00482  1.41958
57 91  0.29129 -1.67513  6.25717 -1.00021  1.35077
57 92  0.30199 -1.67365  6.52399 -0.98204  1.70948
58 58  0.43870 -1.62645  6.20543 -0.94407  1.71851
58 59  0.41635 -1.63614  6.25325 -0.94679  1.59985
58 60  0.40053 -1.64344  6.28249 -0.94945  1.55584
58 61  0.38828 -1.64931  6.30472 -0.95176  1.49690
58 62  0.37558 -1.65486  6.30503 -0.95609  1.34525
58 63  0.35408 -1.66264  6.26646 -0.96650  1.06583
58 64  0.28942 -1.69228  6.31626 -0.98135  2.42025
58 65  0.27317 -1.69036  5.90636 -1.02085  0.32238
58 66  0.35768 -1.66117  6.28332 -0.96735  1.13331
58 67  0.39327 -1.64919  6.34554 -0.95293  1.52671
58 68  0.43232 -1.63669  6.38288 -0.93929  2.34125
58 69  0.47553 -1.62258  6.33702 -0.93204  2.01290
58 70  0.46698 -1.61514  5.69574 -0.98452  1.08346
58 71  0.39906 -1.64753  6.29812 -0.94957  2.09140
58 72  0.38049 -1.66553  6.53817 -0.95470  1.83287
58 73  0.36690 -1.67396  6.60892 -0.95893  2.15148
58 74  0.35437 -1.68056  6.64398 -0.96454  2.33033
58 75  0.34433 -1.68458  6.65988 -0.96932  2.52902
58 76  0.34408 -1.68390  6.65667 -0.97003  2.42870
58 77  0.34486 -1.68031  6.63339 -0.96971  2.41422
58 78  0.35142 -1.67136  6.59681 -0.96550  2.45437
58 79  0.38796 -1.65240  6.52111 -0.95537  2.18369
58 80  0.34592 -1.65082  5.94138 -1.00318  0.53370
58 81  0.38787 -1.63941  6.06235 -0.98635  0.85910
58 82  0.41725 -1.63102  6.20782 -0.96981  1.43710
58 83  0.43344 -1.62892  6.32451 -0.95990  1.98793
58 84  0.42737 -1.62854  6.12203 -0.97888  1.16282
58 85  0.46061 -1.61767  6.10056 -0.97188  1.16437
58 86  0.53189 -1.58497  6.10639 -0.94361  1.98607
58 87  0.50150 -1.59124  6.10778 -0.95363  1.86763
58 88  0.47657 -1.60309  6.27828 -0.95011  2.59682
58 89  0.44331 -1.61440  6.18030 -0.96562  2.66925
58 90  0.43253 -1.62074  6.19847 -0.97004  2.60365
58 91  0.31540 -1.66857  6.18651 -0.99195  1.07975
58 92  0.31437 -1.67059  6.44033 -0.97539  1.52391
59 59  0.38633 -1.64825  6.24421 -0.95525  1.46546
59 60  0.37165 -1.65539  6.27148 -0.95772  1.38758
59 61  0.35079 -1.66397  6.25312 -0.96620  1.11917
59 62  0.28943 -1.68585  6.01101 -1.00487  0.48030
59 63  0.25022 -1.70188  5.83323 -1.03143  0.29946
59 64  0.28588 -1.69517  6.31498 -0.98215  2.39390
59 65  0.29294 -1.68456  6.00642 -1.00720  0.45536
59 66  0.36590 -1.65973  6.28178 -0.96477  1.12411
59 67  0.39977 -1.64857  6.34299 -0.95091  1.45072
59 68  0.42997 -1.63852  6.36212 -0.94156  1.72238
59 69  0.47493 -1.62440  6.34200 -0.93114  1.99284
59 70  0.46029 -1.61903  5.73632 -0.98276  1.03585
59 71  0.38645 -1.65241  6.30667 -0.95264  2.38718
59 72  0.37009 -1.67193  6.57741 -0.95526  1.88827
59 73  0.35323 -1.68098  6.62980 -0.96193  2.20910
59 74  0.34385 -1.68601  6.65325 -0.96714  2.36584
59 75  0.34923 -1.68458  6.66143 -0.96689  2.40447
59 76  0.34687 -1.68382  6.65203 -0.96802  2.38704
59 77  0.35164 -1.67880  6.62659 -0.96663  2.36165
59 78  0.36038 -1.66944  6.59115 -0.96183  2.39739
59 79  0.39621 -1.65124  6.50826 -0.95301  2.06043
59 80  0.36723 -1.64627  6.00407 -0.99226  0.68395
59 81  0.40063 -1.63754  6.09418 -0.97974  0.94691
59 82  0.42766 -1.62998  6.23382 -0.96406  1.52446
59 83  0.44155 -1.62837  6.32776 -0.95635  1.99905
59 84  0.44380 -1.62625  6.18624 -0.96854  1.35580
59 85  0.46957 -1.61745  6.13759 -0.96568  1.24365
59 86  0.53518 -1.58630  6.10402 -0.94162  1.92974
59 87  0.50519 -1.59260  6.11576 -0.95098  1.87104
59 88  0.47945 -1.60384  6.28456 -0.94808  2.79756
59 89  0.43661 -1.61769  6.19209 -0.96572  2.78611
59 90  0.42082 -1.62561  6.23598 -0.97000  2.81940
59 91  0.30915 -1.67576  6.26548 -0.99025  1.29289
59 92  0.30845 -1.67445  6.48417 -0.97372  1.72881
60 60  0.33787 -1.66844  6.18729 -0.97408  0.98242
60 61  0.27756 -1.69120  5.95452 -1.01144  0.41947
60 62  0.23643 -1.70897  5.76596 -1.03965  0.35122
60 63  0.23901 -1.70801  5.77415 -1.03919  0.34440
60 64  0.28241 -1.69727  6.30226 -0.98406  2.38800
60 65  0.34711 -1.66746  6.22673 -0.97328  0.94313
60 66  0.38388 -1.65544  6.31780 -0.95597  1.27900
60 67  0.40940 -1.64695  6.35146 -0.94662  1.50698
60 68  0.43478 -1.63848  6.36336 -0.93919  1.72836
60 69  0.47484 -1.62594  6.34505 -0.92995  1.90578
60 70  0.44833 -1.62384  5.74543 -0.98498  0.97749
60 71  0.36725 -1.65935  6.30451 -0.95864  2.54363
60 72  0.36925 -1.67334  6.56972 -0.95547  1.82682
60 73  0.35307 -1.68246  6.63327 -0.96142  2.26369
60 74  0.35168 -1.68415  6.64913 -0.96403  2.42430
60 75  0.35574 -1.68294  6.65374 -0.96369  2.36896
60 76  0.35138 -1.68288  6.64364 -0.96550  2.33210
60 77  0.35939 -1.67687  6.61865 -0.96321  2.31916
60 78  0.37042 -1.66717  6.58472 -0.95783  2.32924
60 79  0.40231 -1.65064  6.49188 -0.95146  1.86828
60 80  0.38562 -1.64269  6.05442 -0.98274  0.81211
60 81  0.41379 -1.63563  6.12953 -0.97254  1.03990
60 82  0.43702 -1.62923  6.25277 -0.95889  1.59016
60 83  0.44979 -1.62777  6.32988 -0.95259  2.00393
60 84  0.45724 -1.62466  6.22978 -0.96034  1.49078
60 85  0.47996 -1.61687  6.17828 -0.95855  1.34290
60 86  0.48118 -1.59810  5.55588 -0.98683  1.45895
60 87  0.51198 -1.59317  6.13122 -0.94683  1.92208
60 88  0.46932 -1.60785  6.28728 -0.95018  2.99603
60 89  0.43702 -1.61904  6.19158 -0.96455  2.80431
60 90  0.36636 -1.63460  6.18419 -0.98520  3.28337
60 91  0.31752 -1.67384  6.37174 -0.97979  1.96534
60 92  0.29079 -1.68225  6.52832 -0.97742  2.36492
61 61  0.23386 -1.71041  5.73403 -1.04188  0.37823
61 62  0.23598 -1.70998  5.74423 -1.04120  0.37199
61 63  0.26158 -1.69900  5.84185 -1.02671  0.30755
61 64  0.27991 -1.69865  6.28670 -0.98599  2.38275
61 65  0.36769 -1.66171  6.26060 -0.96376  1.07370
61 66  0.39498 -1.65287  6.31816 -0.95183  1.30104
61 67  0.41684 -1.64571  6.34649 -0.94393  1.49539
61 68  0.43942 -1.63833  6.35900 -0.93714  1.69854
61 69  0.47586 -1.62702  6.34453 -0.92851  1.87561
61 70  0.44521 -1.62632  5.77988 -0.98248  0.96168
61 71  0.33940 -1.66957  6.29858 -0.96781  2.63097
61 72  0.36678 -1.67348  6.53825 -0.95649  1.79989
61 73  0.35421 -1.68312  6.63029 -0.96041  2.29853
61 74  0.35506 -1.68358  6.64131 -0.96176  2.38023
61 75  0.35841 -1.68231  6.64292 -0.96161  2.33503
61 76  0.35812 -1.68104  6.63430 -0.96218  2.28463
61 77  0.36584 -1.67543  6.61027 -0.96014  2.27298
61 78  0.37994 -1.66511  6.57751 -0.95400  2.24901
61 79  0.41020 -1.64967  6.49159 -0.94794  1.86118
61 80  0.40216 -1.63970  6.09693 -0.97401  0.92125
61 81  0.42698 -1.63374  6.16183 -0.96529  1.12770
61 82  0.44776 -1.62796  6.26796 -0.95344  1.63550
61 83  0.45738 -1.62733  6.33327 -0.94889  2.01699
61 84  0.46752 -1.62381  6.26183 -0.95371  1.59300
61 85  0.48797 -1.61678  6.21357 -0.95237  1.43474
61 86  0.54494 -1.58781  6.11097 -0.93581  1.90210
61 87  0.51904 -1.59344  6.13929 -0.94314  1.94482
61 88  0.46205 -1.61118  6.28321 -0.95169  3.06242
61 89  0.44167 -1.61922  6.18793 -0.96226  2.78244
61 90  0.41779 -1.62873  6.23346 -0.96874  2.87939
61 91  0.29147 -1.68125  6.36198 -0.98669  2.32609
61 92  0.27127 -1.69129  6.51906 -0.98421  2.32170
62 62  0.25662 -1.70130  5.79851 -1.03059  0.31026
62 63  0.30403 -1.68325  5.99574 -1.00157  0.50235
62 64  0.27940 -1.69909  6.26858 -0.98732  2.39271
62 65  0.38458 -1.65703  6.27537 -0.95672  1.15450
62 66  0.40584 -1.65033  6.31790 -0.94764  1.33523
62 67  0.42428 -1.64445  6.34277 -0.94093  1.50394
62 68  0.44509 -1.63782  6.35579 -0.93446  1.70764
62 69  0.47603 -1.62813  6.34340 -0.92721  1.84141
62 70  0.43460 -1.63056  5.79278 -0.98367  0.93105
62 71  0.33253 -1.67321  6.29799 -0.96875  2.60962
62 72  0.36433 -1.67350  6.55446 -0.95352  2.22819
62 73  0.35601 -1.68277  6.62131 -0.95872  2.30410
62 74  0.36291 -1.68070  6.62131 -0.95833  2.27717
62 75  0.36323 -1.68073  6.63018 -0.95878  2.27334
62 76  0.36602 -1.67874  6.62312 -0.95856  2.22138
62 77  0.37395 -1.67337  6.59990 -0.95652  2.20010
62 78  0.38923 -1.66312  6.56912 -0.95019  2.15732
62 79  0.41795 -1.64850  6.47921 -0.94531  1.76787
